PLAYER_NAME,GAME_NUMBER,GAME_PLAYED,DATE,AGE,TEAM,HOME_AWAY,OPP,RESULT,GS,MP,MIN,SEC,SECONDS_PLAYED,FG,FGA,FG_PERCENT,THREEP,THREEPA,THREEP_PERCENT,FT,FTA,FT_PERCENT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,PLUS_MINUS
Michael Carter-Williams,81,69.0,4/14/2014,22-186,PHI,,BOS,W (+5),1,34:19:00,34,19,00,9.0,13.0,0.6920000000000001,0.0,0.0,,3.0,4.0,0.75,1.0,13.0,14.0,6.0,4.0,2.0,3.0,3.0,21.0,25.1,-7.0
Michael Carter-Williams,82,70.0,4/16/2014,22-188,PHI,@,MIA,W (+13),1,34:04:00,34,04,00,3.0,10.0,0.3,3.0,5.0,0.6,3.0,4.0,0.75,0.0,6.0,6.0,4.0,0.0,1.0,3.0,2.0,12.0,7.3,-2.0
Malcolm Brogdon,31,31.0,12/30/2016,24-019,MIL,@,MIN,L (-17),1,32:46:00,32,46,00,4.0,8.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,0.0,2.0,1.0,11.0,10.0,-7.0
Malcolm Brogdon,32,32.0,12/31/2016,24-020,MIL,@,CHI,W (+20),1,38:59:00,38,59,00,7.0,13.0,0.5379999999999999,1.0,2.0,0.5,0.0,0.0,,1.0,9.0,10.0,12.0,0.0,0.0,3.0,4.0,15.0,15.9,22.0
Malcolm Brogdon,33,33.0,1/2/2017,24-022,MIL,,OKC,W (+4),1,32:20:00,32,20,00,3.0,12.0,0.25,1.0,4.0,0.25,5.0,5.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,5.0,12.0,4.9,-5.0
Malcolm Brogdon,34,34.0,1/4/2017,24-024,MIL,@,NYK,W (+1),1,38:26:00,38,26,00,5.0,14.0,0.35700000000000004,0.0,3.0,0.0,2.0,2.0,1.0,1.0,5.0,6.0,8.0,0.0,0.0,0.0,2.0,12.0,11.2,3.0
Malcolm Brogdon,35,35.0,1/6/2017,24-026,MIL,,NYK,L (-5),1,30:35:00,30,35,00,4.0,9.0,0.444,0.0,1.0,0.0,2.0,2.0,1.0,0.0,6.0,6.0,5.0,0.0,0.0,1.0,2.0,10.0,8.8,-12.0
Malcolm Brogdon,36,36.0,1/8/2017,24-028,MIL,,WAS,L (-6),1,35:55:00,35,55,00,9.0,15.0,0.6,2.0,4.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,5.0,3.0,1.0,4.0,2.0,22.0,17.8,-5.0
Malcolm Brogdon,37,37.0,1/10/2017,24-030,MIL,@,SAS,W (+2),1,25:22:00,25,22,00,5.0,11.0,0.455,3.0,5.0,0.6,4.0,5.0,0.8,2.0,4.0,6.0,6.0,0.0,1.0,1.0,3.0,17.0,16.2,8.0
Malcolm Brogdon,38,38.0,1/13/2017,24-033,MIL,,MIA,W (+8),1,30:17:00,30,17,00,3.0,6.0,0.5,1.0,2.0,0.5,6.0,6.0,1.0,3.0,3.0,6.0,5.0,2.0,0.0,1.0,4.0,13.0,15.9,8.0
Malcolm Brogdon,39,39.0,1/15/2017,24-035,MIL,@,ATL,L (-13),1,25:43:00,25,43,00,5.0,10.0,0.5,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,12.0,6.9,-2.0
Malcolm Brogdon,40,40.0,1/16/2017,24-036,MIL,,PHI,L (-9),1,28:06:00,28,06,00,5.0,11.0,0.455,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,6.0,2.0,0.0,1.0,0.0,11.0,11.1,-1.0
Malcolm Brogdon,41,41.0,1/18/2017,24-038,MIL,@,HOU,L (-19),1,34:57:00,34,57,00,3.0,12.0,0.25,1.0,4.0,0.25,0.0,0.0,,6.0,3.0,9.0,8.0,1.0,0.0,3.0,1.0,7.0,8.1,-18.0
Malcolm Brogdon,42,42.0,1/20/2017,24-040,MIL,@,ORL,L (-16),1,35:18:00,35,18,00,6.0,11.0,0.545,4.0,6.0,0.667,0.0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0,16.0,12.9,9.0
Malcolm Brogdon,59,59.0,3/1/2017,24-080,MIL,,DEN,L (-12),1,33:54:00,33,54,00,7.0,16.0,0.43799999999999994,2.0,3.0,0.667,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,17.0,13.3,-9.0
Malcolm Brogdon,60,60.0,3/3/2017,24-082,MIL,,LAC,W (+11),1,23:37,23,37,,4.0,8.0,0.5,4.0,5.0,0.8,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,12.0,6.7,-11.0
Malcolm Brogdon,61,61.0,3/4/2017,24-083,MIL,,TOR,W (+7),1,41:32:00,41,32,00,6.0,13.0,0.462,0.0,4.0,0.0,5.0,6.0,0.833,1.0,4.0,5.0,3.0,0.0,0.0,1.0,1.0,17.0,12.5,7.0
Malcolm Brogdon,62,62.0,3/6/2017,24-085,MIL,@,PHI,W (+14),1,20:49,20,49,,6.0,7.0,0.857,1.0,1.0,1.0,0.0,0.0,,1.0,4.0,5.0,1.0,1.0,1.0,2.0,0.0,13.0,12.8,10.0
Malcolm Brogdon,63,63.0,3/8/2017,24-087,MIL,,NYK,W (+11),1,22:19,22,19,,1.0,8.0,0.125,0.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,4.0,1.2,-7.0
Malcolm Brogdon,67,65.0,3/15/2017,24-094,MIL,@,LAC,W (+1),1,25:41:00,25,41,00,5.0,10.0,0.5,1.0,3.0,0.33299999999999996,0.0,0.0,,0.0,2.0,2.0,5.0,1.0,0.0,0.0,2.0,11.0,10.3,-9.0
Malcolm Brogdon,68,66.0,3/17/2017,24-096,MIL,@,LAL,W (+4),1,31:35:00,31,35,00,2.0,7.0,0.28600000000000003,0.0,4.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,2.0,2.0,0.0,2.0,3.0,6.0,3.6,-9.0
Malcolm Brogdon,69,67.0,3/18/2017,24-097,MIL,@,GSW,L (-25),1,40:33:00,40,33,00,6.0,13.0,0.462,2.0,6.0,0.33299999999999996,4.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,0.0,2.0,18.0,15.9,-15.0
Malcolm Brogdon,70,68.0,3/21/2017,24-100,MIL,@,POR,W (+3),1,25:53:00,25,53,00,4.0,6.0,0.667,0.0,2.0,0.0,0.0,0.0,,1.0,6.0,7.0,4.0,1.0,0.0,1.0,3.0,8.0,9.5,0.0
Malcolm Brogdon,71,69.0,3/22/2017,24-101,MIL,@,SAC,W (+18),1,29:15:00,29,15,00,5.0,8.0,0.625,2.0,4.0,0.5,0.0,0.0,,0.0,1.0,1.0,4.0,1.0,0.0,2.0,2.0,12.0,9.7,11.0
Malcolm Brogdon,72,70.0,3/24/2017,24-103,MIL,,ATL,W (+3),1,35:19:00,35,19,00,6.0,14.0,0.429,1.0,4.0,0.25,1.0,1.0,1.0,1.0,2.0,3.0,7.0,0.0,0.0,3.0,3.0,14.0,8.6,-8.0
Malcolm Brogdon,73,71.0,3/26/2017,24-105,MIL,,CHI,L (-15),1,30:13:00,30,13,00,5.0,12.0,0.41700000000000004,0.0,1.0,0.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0,2.0,0.0,1.0,1.0,14.0,13.4,-11.0
Malcolm Brogdon,74,72.0,3/28/2017,24-107,MIL,@,CHO,W (+10),1,29:06:00,29,06,00,6.0,7.0,0.857,2.0,2.0,1.0,0.0,0.0,,0.0,3.0,3.0,10.0,1.0,0.0,1.0,1.0,14.0,19.0,12.0
Malcolm Brogdon,75,73.0,3/29/2017,24-108,MIL,@,BOS,W (+3),1,28:43:00,28,43,00,7.0,12.0,0.583,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,9.0,1.0,1.0,0.0,4.0,16.0,18.0,-10.0
Malcolm Brogdon,81,74.0,4/10/2017,24-120,MIL,,CHO,W (+10),1,25:16:00,25,16,00,2.0,6.0,0.33299999999999996,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,4.0,3.0,0.0,0.0,3.0,0.0,5.0,2.3,19.0
Malcolm Brogdon,82,75.0,4/12/2017,24-122,MIL,@,BOS,L (-18),1,23:19,23,19,,5.0,10.0,0.5,1.0,2.0,0.5,0.0,0.0,,2.0,3.0,5.0,3.0,1.0,1.0,0.0,0.0,11.0,12.1,1.0
Ben Simmons,1,1.0,10/18/2017,21-090,PHI,@,WAS,L (-5),1,34:40:00,34,40,00,7.0,14.0,0.5,0.0,0.0,,4.0,6.0,0.667,3.0,7.0,10.0,5.0,2.0,1.0,1.0,3.0,18.0,18.4,3.0
Ben Simmons,2,2.0,10/20/2017,21-092,PHI,,BOS,L (-10),1,36:54:00,36,54,00,4.0,11.0,0.364,0.0,0.0,,3.0,6.0,0.5,3.0,8.0,11.0,5.0,1.0,0.0,4.0,2.0,11.0,7.9,-7.0
Ben Simmons,3,3.0,10/21/2017,21-093,PHI,@,TOR,L (-34),1,33:23:00,33,23,00,7.0,16.0,0.43799999999999994,0.0,2.0,0.0,4.0,8.0,0.5,1.0,9.0,10.0,8.0,0.0,0.0,3.0,0.0,18.0,14.0,-20.0
Ben Simmons,4,4.0,10/23/2017,21-095,PHI,@,DET,W (+11),1,33:36:00,33,36,00,8.0,11.0,0.727,0.0,0.0,,5.0,6.0,0.833,2.0,10.0,12.0,10.0,1.0,0.0,4.0,2.0,21.0,23.7,12.0
Ben Simmons,5,5.0,10/25/2017,21-097,PHI,,HOU,L (-1),1,34:04:00,34,04,00,7.0,17.0,0.41200000000000003,0.0,1.0,0.0,0.0,2.0,0.0,2.0,5.0,7.0,9.0,3.0,1.0,4.0,2.0,14.0,12.2,-13.0
Ben Simmons,6,6.0,10/28/2017,21-100,PHI,@,DAL,W (+2),1,33:38:00,33,38,00,10.0,15.0,0.667,0.0,0.0,,3.0,4.0,0.75,2.0,5.0,7.0,8.0,3.0,1.0,1.0,3.0,23.0,26.1,-1.0
Ben Simmons,7,7.0,10/30/2017,21-102,PHI,@,HOU,W (+8),1,38:34:00,38,34,00,10.0,15.0,0.667,0.0,1.0,0.0,4.0,9.0,0.444,1.0,6.0,7.0,9.0,0.0,0.0,5.0,3.0,24.0,18.1,10.0
Ben Simmons,8,8.0,11/1/2017,21-104,PHI,,ATL,W (+10),1,33:30:00,33,30,00,8.0,16.0,0.5,0.0,1.0,0.0,3.0,6.0,0.5,4.0,9.0,13.0,9.0,2.0,0.0,4.0,2.0,19.0,18.8,14.0
Ben Simmons,9,9.0,11/3/2017,21-106,PHI,,IND,W (+11),1,38:32:00,38,32,00,5.0,13.0,0.385,0.0,0.0,,4.0,4.0,1.0,2.0,9.0,11.0,11.0,2.0,3.0,5.0,3.0,14.0,16.6,12.0
Ben Simmons,10,10.0,11/7/2017,21-110,PHI,@,UTA,W (+7),1,36:04:00,36,04,00,7.0,22.0,0.318,0.0,1.0,0.0,2.0,2.0,1.0,1.0,12.0,13.0,6.0,3.0,3.0,6.0,5.0,16.0,9.0,2.0
Ben Simmons,11,11.0,11/9/2017,21-112,PHI,@,SAC,L (-1),1,26:53:00,26,53,00,6.0,8.0,0.75,0.0,0.0,,6.0,8.0,0.75,0.0,2.0,2.0,6.0,2.0,0.0,4.0,5.0,18.0,14.8,4.0
Ben Simmons,12,12.0,11/11/2017,21-114,PHI,@,GSW,L (-21),1,28:52:00,28,52,00,6.0,17.0,0.353,0.0,0.0,,1.0,4.0,0.25,3.0,2.0,5.0,8.0,2.0,0.0,4.0,1.0,13.0,8.2,-10.0
Ben Simmons,13,13.0,11/13/2017,21-116,PHI,@,LAC,W (+4),1,37:33:00,37,33,00,9.0,14.0,0.643,0.0,1.0,0.0,4.0,6.0,0.667,4.0,8.0,12.0,4.0,1.0,1.0,5.0,5.0,22.0,17.7,7.0
Ben Simmons,14,14.0,11/15/2017,21-118,PHI,@,LAL,W (+6),1,39:06:00,39,06,00,8.0,13.0,0.615,0.0,0.0,,2.0,4.0,0.5,3.0,6.0,9.0,10.0,5.0,1.0,1.0,1.0,18.0,26.5,19.0
Ben Simmons,15,15.0,11/18/2017,21-121,PHI,,GSW,L (-8),1,37:46:00,37,46,00,11.0,15.0,0.733,0.0,0.0,,1.0,2.0,0.5,2.0,6.0,8.0,12.0,1.0,0.0,1.0,3.0,23.0,26.9,7.0
Ben Simmons,16,16.0,11/20/2017,21-123,PHI,,UTA,W (+21),1,34:16:00,34,16,00,13.0,24.0,0.542,0.0,0.0,,1.0,4.0,0.25,2.0,8.0,10.0,2.0,4.0,0.0,4.0,2.0,27.0,18.6,6.0
Ben Simmons,17,17.0,11/22/2017,21-125,PHI,,POR,W (+20),1,39:04:00,39,04,00,8.0,20.0,0.4,0.0,0.0,,0.0,2.0,0.0,0.0,8.0,8.0,9.0,3.0,2.0,3.0,1.0,16.0,14.1,18.0
Ben Simmons,19,18.0,11/27/2017,21-130,PHI,,CLE,L (-22),1,35:09:00,35,09,00,5.0,11.0,0.455,0.0,0.0,,0.0,0.0,,3.0,5.0,8.0,2.0,3.0,1.0,4.0,3.0,10.0,7.8,-16.0
Ben Simmons,20,19.0,11/29/2017,21-132,PHI,,WAS,W (+5),1,40:36:00,40,36,00,8.0,16.0,0.5,0.0,1.0,0.0,15.0,29.0,0.517,5.0,13.0,18.0,4.0,2.0,2.0,6.0,3.0,31.0,23.8,11.0
Ben Simmons,21,20.0,11/30/2017,21-133,PHI,@,BOS,L (-11),1,39:56:00,39,56,00,6.0,14.0,0.429,0.0,0.0,,3.0,4.0,0.75,4.0,2.0,6.0,7.0,5.0,0.0,5.0,1.0,15.0,15.1,-10.0
Ben Simmons,22,21.0,12/2/2017,21-135,PHI,,DET,W (+5),1,39:11:00,39,11,00,2.0,6.0,0.33299999999999996,0.0,0.0,,1.0,2.0,0.5,3.0,7.0,10.0,6.0,0.0,2.0,4.0,3.0,5.0,5.8,6.0
Ben Simmons,23,22.0,12/4/2017,21-137,PHI,,PHO,L (-14),1,36:13:00,36,13,00,9.0,18.0,0.5,0.0,0.0,,2.0,2.0,1.0,1.0,7.0,8.0,7.0,6.0,0.0,3.0,3.0,20.0,20.5,-10.0
Ben Simmons,24,23.0,12/7/2017,21-140,PHI,,LAL,L (-3),1,42:34:00,42,34,00,6.0,14.0,0.429,0.0,0.0,,0.0,2.0,0.0,0.0,12.0,12.0,15.0,0.0,1.0,4.0,4.0,12.0,13.0,9.0
Ben Simmons,25,24.0,12/9/2017,21-142,PHI,@,CLE,L (-7),1,35:32:00,35,32,00,7.0,13.0,0.5379999999999999,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,10.0,1.0,1.0,7.0,3.0,14.0,10.0,-6.0
Ben Simmons,26,25.0,12/10/2017,21-143,PHI,@,NOP,L (-7),1,35:53:00,35,53,00,10.0,16.0,0.625,0.0,0.0,,7.0,9.0,0.778,2.0,3.0,5.0,10.0,0.0,1.0,5.0,4.0,27.0,22.4,-4.0
Ben Simmons,27,26.0,12/12/2017,21-145,PHI,@,MIN,W (+6),1,40:20:00,40,20,00,3.0,8.0,0.375,0.0,0.0,,1.0,3.0,0.33299999999999996,0.0,3.0,3.0,8.0,1.0,0.0,7.0,0.0,7.0,2.3,3.0
Ben Simmons,28,27.0,12/15/2017,21-148,PHI,,OKC,L (-2),1,51:34:00,51,34,00,6.0,10.0,0.6,0.0,0.0,,0.0,2.0,0.0,1.0,8.0,9.0,11.0,4.0,0.0,3.0,5.0,12.0,16.4,-3.0
Ben Simmons,29,28.0,12/18/2017,21-151,PHI,@,CHI,L (-2),1,34:57:00,34,57,00,9.0,18.0,0.5,0.0,1.0,0.0,1.0,5.0,0.2,4.0,7.0,11.0,10.0,0.0,4.0,3.0,2.0,19.0,19.3,1.0
Ben Simmons,30,29.0,12/19/2017,21-152,PHI,,SAC,L (-6),1,32:48:00,32,48,00,5.0,6.0,0.833,0.0,0.0,,3.0,5.0,0.6,1.0,11.0,12.0,9.0,3.0,0.0,4.0,3.0,13.0,18.1,0.0
Ben Simmons,31,30.0,12/21/2017,21-154,PHI,,TOR,L (-5),1,33:23:00,33,23,00,9.0,14.0,0.643,0.0,0.0,,2.0,5.0,0.4,2.0,4.0,6.0,4.0,0.0,1.0,7.0,3.0,20.0,10.5,-8.0
Ben Simmons,32,31.0,12/23/2017,21-156,PHI,@,TOR,L (-16),1,32:37:00,32,37,00,5.0,13.0,0.385,0.0,0.0,,0.0,2.0,0.0,2.0,3.0,5.0,6.0,1.0,0.0,3.0,2.0,10.0,5.8,-8.0
Ben Simmons,33,32.0,12/25/2017,21-158,PHI,@,NYK,W (+7),1,32:59:00,32,59,00,4.0,8.0,0.5,0.0,0.0,,0.0,2.0,0.0,1.0,7.0,8.0,3.0,1.0,1.0,2.0,3.0,8.0,6.6,-4.0
Ben Simmons,34,33.0,12/28/2017,21-161,PHI,@,POR,L (-4),1,33:51:00,33,51,00,7.0,17.0,0.41200000000000003,0.0,0.0,,3.0,3.0,1.0,1.0,3.0,4.0,8.0,1.0,0.0,3.0,4.0,17.0,11.5,5.0
Ben Simmons,35,34.0,12/30/2017,21-163,PHI,@,DEN,W (+5),1,32:04:00,32,04,00,3.0,9.0,0.33299999999999996,0.0,0.0,,0.0,0.0,,1.0,5.0,6.0,6.0,0.0,1.0,5.0,5.0,6.0,1.0,-11.0
Ben Simmons,36,35.0,12/31/2017,21-164,PHI,@,PHO,W (+13),1,32:07:00,32,07,00,7.0,11.0,0.636,0.0,0.0,,7.0,11.0,0.636,0.0,9.0,9.0,6.0,3.0,3.0,5.0,5.0,21.0,19.5,9.0
Ben Simmons,37,36.0,1/3/2018,21-167,PHI,,SAS,W (+6),1,33:42:00,33,42,00,8.0,18.0,0.444,0.0,1.0,0.0,10.0,15.0,0.667,1.0,4.0,5.0,4.0,3.0,1.0,4.0,3.0,26.0,17.8,2.0
Ben Simmons,38,37.0,1/5/2018,21-169,PHI,,DET,W (+36),1,23:01,23,01,,9.0,13.0,0.6920000000000001,0.0,0.0,,1.0,1.0,1.0,2.0,2.0,4.0,9.0,2.0,2.0,4.0,4.0,19.0,19.6,14.0
Ben Simmons,39,38.0,1/11/2018,21-175,PHI,,BOS,L (-11),1,28:32:00,28,32,00,8.0,12.0,0.667,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,16.0,13.1,-17.0
Ben Simmons,40,39.0,1/15/2018,21-179,PHI,,TOR,W (+6),1,27:16:00,27,16,00,5.0,10.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.0,1.0,1.0,4.0,2.0,2.0,6.0,5.0,12.0,4.7,1.0
Ben Simmons,41,40.0,1/18/2018,21-182,PHI,@,BOS,W (+9),1,34:09:00,34,09,00,4.0,9.0,0.444,0.0,0.0,,0.0,0.0,,2.0,5.0,7.0,4.0,1.0,0.0,3.0,3.0,8.0,5.8,-3.0
Ben Simmons,42,41.0,1/20/2018,21-184,PHI,,MIL,W (+22),1,30:32:00,30,32,00,8.0,13.0,0.615,0.0,0.0,,0.0,0.0,,1.0,7.0,8.0,9.0,1.0,0.0,4.0,4.0,16.0,14.6,12.0
Ben Simmons,43,42.0,1/22/2018,21-186,PHI,@,MEM,L (-4),1,35:02:00,35,02,00,3.0,8.0,0.375,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,7.0,1.0,0.0,4.0,5.0,6.0,2.8,6.0
Ben Simmons,44,43.0,1/24/2018,21-188,PHI,,CHI,W (+14),1,38:47:00,38,47,00,6.0,15.0,0.4,0.0,0.0,,7.0,10.0,0.7,3.0,14.0,17.0,14.0,0.0,2.0,6.0,4.0,19.0,19.6,18.0
Ben Simmons,45,44.0,1/26/2018,21-190,PHI,@,SAS,W (+19),1,33:43:00,33,43,00,10.0,11.0,0.909,0.0,0.0,,1.0,2.0,0.5,1.0,4.0,5.0,7.0,2.0,1.0,3.0,1.0,21.0,23.0,20.0
Ben Simmons,46,45.0,1/28/2018,21-192,PHI,@,OKC,L (-10),1,39:17:00,39,17,00,10.0,14.0,0.7140000000000001,0.0,0.0,,2.0,6.0,0.33299999999999996,1.0,3.0,4.0,7.0,1.0,1.0,1.0,1.0,22.0,21.4,-12.0
Ben Simmons,47,46.0,1/29/2018,21-193,PHI,@,MIL,L (-12),1,29:27:00,29,27,00,7.0,10.0,0.7,0.0,0.0,,2.0,3.0,0.667,0.0,6.0,6.0,5.0,1.0,0.0,2.0,3.0,16.0,14.5,-8.0
Ben Simmons,48,47.0,1/31/2018,21-195,PHI,@,BRK,L (-8),1,37:54:00,37,54,00,11.0,16.0,0.688,0.0,0.0,,2.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,0.0,1.0,1.0,24.0,22.7,2.0
Ben Simmons,49,48.0,2/2/2018,21-197,PHI,,MIA,W (+6),1,35:08:00,35,08,00,8.0,13.0,0.615,0.0,0.0,,4.0,4.0,1.0,2.0,4.0,6.0,5.0,2.0,1.0,0.0,1.0,20.0,22.5,11.0
Ben Simmons,50,49.0,2/3/2018,21-198,PHI,@,IND,L (-8),1,35:13:00,35,13,00,4.0,13.0,0.308,0.0,0.0,,2.0,6.0,0.33299999999999996,5.0,6.0,11.0,6.0,1.0,0.0,0.0,3.0,10.0,10.2,2.0
Ben Simmons,51,50.0,2/6/2018,21-201,PHI,,WAS,W (+13),1,35:37:00,35,37,00,6.0,8.0,0.75,0.0,0.0,,3.0,5.0,0.6,3.0,3.0,6.0,8.0,3.0,1.0,5.0,2.0,15.0,17.5,9.0
Ben Simmons,52,51.0,2/9/2018,21-204,PHI,,NOP,W (+18),1,25:08:00,25,08,00,3.0,11.0,0.273,0.0,0.0,,4.0,4.0,1.0,2.0,7.0,9.0,8.0,3.0,1.0,4.0,1.0,10.0,11.9,20.0
Ben Simmons,53,52.0,2/10/2018,21-205,PHI,,LAC,W (+14),1,35:26:00,35,26,00,7.0,13.0,0.5379999999999999,0.0,0.0,,0.0,1.0,0.0,1.0,4.0,5.0,10.0,2.0,1.0,4.0,2.0,14.0,14.1,13.0
Ben Simmons,54,53.0,2/12/2018,21-207,PHI,,NYK,W (+16),1,32:44:00,32,44,00,6.0,8.0,0.75,0.0,0.0,,1.0,2.0,0.5,1.0,5.0,6.0,6.0,4.0,3.0,3.0,2.0,13.0,18.1,10.0
Ben Simmons,55,54.0,2/14/2018,21-209,PHI,,MIA,W (+2),1,36:28:00,36,28,00,8.0,15.0,0.5329999999999999,0.0,0.0,,2.0,5.0,0.4,4.0,8.0,12.0,10.0,4.0,0.0,4.0,1.0,18.0,21.3,4.0
Ben Simmons,56,55.0,2/22/2018,21-217,PHI,@,CHI,W (+1),1,34:12:00,34,12,00,13.0,18.0,0.722,0.0,0.0,,6.0,11.0,0.545,3.0,4.0,7.0,11.0,1.0,1.0,2.0,1.0,32.0,32.9,15.0
Ben Simmons,57,56.0,2/24/2018,21-219,PHI,,ORL,W (+11),1,28:34:00,28,34,00,7.0,11.0,0.636,0.0,0.0,,3.0,4.0,0.75,1.0,3.0,4.0,7.0,1.0,0.0,2.0,2.0,17.0,16.4,6.0
Ben Simmons,58,57.0,2/25/2018,21-220,PHI,@,WAS,L (-15),1,36:46:00,36,46,00,6.0,12.0,0.5,0.0,0.0,,4.0,6.0,0.667,4.0,4.0,8.0,8.0,1.0,1.0,2.0,3.0,16.0,17.3,-9.0
Ben Simmons,59,58.0,2/27/2018,21-222,PHI,@,MIA,L (-1),1,33:24:00,33,24,00,4.0,9.0,0.444,0.0,0.0,,3.0,6.0,0.5,1.0,5.0,6.0,6.0,0.0,1.0,4.0,4.0,11.0,6.6,-11.0
Ben Simmons,60,59.0,3/1/2018,21-224,PHI,@,CLE,W (+11),1,31:49:00,31,49,00,8.0,14.0,0.5710000000000001,0.0,0.0,,2.0,2.0,1.0,1.0,8.0,9.0,8.0,2.0,1.0,2.0,5.0,18.0,18.8,11.0
Ben Simmons,61,60.0,3/2/2018,21-225,PHI,,CHO,W (+11),1,34:06:00,34,06,00,6.0,10.0,0.6,0.0,0.0,,3.0,4.0,0.75,1.0,7.0,8.0,7.0,0.0,1.0,3.0,1.0,15.0,15.0,10.0
Ben Simmons,62,61.0,3/4/2018,21-227,PHI,@,MIL,L (-8),1,35:06:00,35,06,00,6.0,9.0,0.667,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,15.0,0.0,2.0,6.0,2.0,12.0,15.1,7.0
Ben Simmons,63,62.0,3/6/2018,21-229,PHI,@,CHO,W (+14),1,32:55:00,32,55,00,8.0,9.0,0.889,0.0,0.0,,0.0,0.0,,1.0,7.0,8.0,13.0,0.0,0.0,1.0,1.0,16.0,23.4,16.0
Ben Simmons,64,63.0,3/8/2018,21-231,PHI,@,MIA,L (-9),1,35:09:00,35,09,00,5.0,10.0,0.5,0.0,0.0,,0.0,0.0,,2.0,6.0,8.0,8.0,3.0,2.0,5.0,2.0,10.0,12.4,-7.0
Ben Simmons,65,64.0,3/11/2018,21-234,PHI,@,BRK,W (+23),1,28:39:00,28,39,00,4.0,9.0,0.444,0.0,0.0,,3.0,4.0,0.75,1.0,5.0,6.0,6.0,0.0,0.0,1.0,3.0,11.0,10.1,6.0
Ben Simmons,66,65.0,3/13/2018,21-236,PHI,,IND,L (-3),1,30:04:00,30,04,00,4.0,10.0,0.4,0.0,0.0,,2.0,2.0,1.0,1.0,12.0,13.0,10.0,0.0,0.0,2.0,3.0,10.0,12.7,-2.0
Ben Simmons,67,66.0,3/15/2018,21-238,PHI,@,NYK,W (+8),1,33:26:00,33,26,00,5.0,11.0,0.455,0.0,0.0,,3.0,8.0,0.375,3.0,7.0,10.0,12.0,1.0,0.0,5.0,2.0,13.0,13.1,5.0
Ben Simmons,68,67.0,3/16/2018,21-239,PHI,,BRK,W (+4),1,37:03:00,37,03,00,10.0,17.0,0.588,0.0,0.0,,1.0,4.0,0.25,4.0,4.0,8.0,12.0,3.0,0.0,2.0,4.0,21.0,23.7,4.0
Ben Simmons,69,68.0,3/19/2018,21-242,PHI,,CHO,W (+14),1,33:01:00,33,01,00,4.0,9.0,0.444,0.0,0.0,,3.0,4.0,0.75,3.0,9.0,12.0,15.0,3.0,0.0,0.0,0.0,11.0,24.2,30.0
Ben Simmons,70,69.0,3/21/2018,21-244,PHI,,MEM,W (+14),1,24:44:00,24,44,00,6.0,9.0,0.667,0.0,0.0,,1.0,1.0,1.0,1.0,6.0,7.0,9.0,2.0,0.0,3.0,1.0,13.0,16.5,28.0
Ben Simmons,71,70.0,3/22/2018,21-245,PHI,@,ORL,W (+20),1,26:32:00,26,32,00,3.0,4.0,0.75,0.0,0.0,,0.0,2.0,0.0,0.0,11.0,11.0,10.0,3.0,1.0,4.0,3.0,6.0,12.4,23.0
Ben Simmons,72,71.0,3/24/2018,21-247,PHI,,MIN,W (+12),1,29:46:00,29,46,00,5.0,9.0,0.556,0.0,0.0,,5.0,8.0,0.625,2.0,10.0,12.0,13.0,2.0,0.0,4.0,2.0,15.0,20.2,27.0
Ben Simmons,73,72.0,3/26/2018,21-249,PHI,,DEN,W (+19),1,33:36:00,33,36,00,3.0,8.0,0.375,0.0,1.0,0.0,1.0,2.0,0.5,6.0,7.0,13.0,11.0,0.0,1.0,1.0,4.0,7.0,14.3,3.0
Ben Simmons,74,73.0,3/28/2018,21-251,PHI,,NYK,W (+17),1,34:25:00,34,25,00,6.0,7.0,0.857,0.0,0.0,,1.0,4.0,0.25,2.0,6.0,8.0,10.0,0.0,1.0,4.0,1.0,13.0,15.8,9.0
