PLAYER_NAME,GAME_NUMBER,GAME_PLAYED,DATE,AGE,TEAM,HOME_AWAY,OPP,RESULT,GS,MP,MIN,SEC,SECONDS_PLAYED,FG,FGA,FG_PERCENT,THREEP,THREEPA,THREEP_PERCENT,FT,FTA,FT_PERCENT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,PLUS_MINUS,SEASON
Derrick Rose,57,56,2011-02-26,22,CHI,@,MIL,W (+8),1,34:39:00,34,39,2079,7,19,0.368,1,4,0.25,2,2,1,1,3,4,4,2,0,3,0,17,9.9,+6,2010-11
Derrick Rose,58,57,2011-02-28,22,CHI,@,WAS,W (+28),1,32:19:00,32,19,1939,7,17,0.412,2,8,0.25,5,6,0.833,1,4,5,9,3,1,4,0,21,19.4,+26,2010-11
Derrick Rose,59,58,2011-03-02,22,CHI,@,ATL,L (-3),1,37:27:00,37,27,2247,5,21,0.238,0,6,0,2,3,0.667,2,3,5,12,1,0,6,1,12,4.2,-5,2010-11
Derrick Rose,60,59,2011-03-04,22,CHI,@,ORL,W (+8),1,35:31:00,35,31,2131,9,20,0.45,0,5,0,6,8,0.75,0,4,4,4,2,0,5,0,24,13.8,-3,2010-11
Derrick Rose,61,60,2011-03-06,22,CHI,@,MIA,W (+1),1,38:21:00,38,21,2301,12,23,0.522,0,3,0,3,3,1,0,1,1,5,1,0,3,2,27,16.7,0,2010-11
Derrick Rose,62,61,2011-03-07,22,CHI,,NOH,W (+8),1,40:49:00,40,49,2449,8,21,0.381,2,6,0.333,6,7,0.857,2,2,4,9,1,2,3,2,24,19,+9,2010-11
Derrick Rose,63,62,2011-03-09,22,CHI,@,CHA,W (+17),1,31:34:00,31,34,1894,7,15,0.467,4,6,0.667,2,2,1,1,3,4,6,2,3,1,1,20,20.8,+10,2010-11
Derrick Rose,64,63,2011-03-11,22,CHI,,ATL,W (+18),1,34:03:00,34,3,2043,9,24,0.375,2,9,0.222,14,15,0.933,2,4,6,5,1,0,3,2,34,23.7,+25,2010-11
Derrick Rose,65,64,2011-03-12,22,CHI,,UTA,W (+18),1,37:47:00,37,47,2267,7,17,0.412,5,11,0.455,7,8,0.875,0,1,1,4,1,0,4,1,26,16.2,+11,2010-11
Derrick Rose,66,65,2011-03-15,22,CHI,,WAS,W (+19),1,37:44:00,37,44,2264,8,21,0.381,2,7,0.286,5,5,1,2,2,4,7,2,0,3,1,23,17,+22,2010-11
Derrick Rose,67,66,2011-03-17,22,CHI,@,NJN,W (+11),1,37:23:00,37,23,2243,8,23,0.348,0,5,0,5,6,0.833,2,2,4,2,2,2,1,0,21,13.5,+14,2010-11
Derrick Rose,68,67,2011-03-18,22,CHI,@,IND,L (-7),1,39:08:00,39,8,2348,11,27,0.407,2,8,0.25,18,21,0.857,2,2,4,2,0,1,4,6,42,24,-9,2010-11
Derrick Rose,69,68,2011-03-21,22,CHI,,SAC,W (+40),1,28:06:00,28,6,1686,6,11,0.545,2,4,0.5,4,4,1,0,0,0,8,1,0,2,3,18,16.1,+17,2010-11
Derrick Rose,70,69,2011-03-22,22,CHI,@,ATL,W (+33),1,28:50:00,28,50,1730,11,20,0.55,6,8,0.75,2,3,0.667,2,2,4,10,0,0,1,0,30,28,+26,2010-11
Derrick Rose,71,70,2011-03-25,22,CHI,,MEM,W (+3),1,37:57:00,37,57,2277,6,22,0.273,0,5,0,12,13,0.923,3,4,7,7,0,0,4,1,24,14.4,+7,2010-11
Derrick Rose,72,71,2011-03-26,22,CHI,@,MIL,W (+8),1,40:09:00,40,9,2409,9,17,0.529,0,3,0,12,12,1,1,2,3,17,0,0,2,1,30,32.5,+7,2010-11
Derrick Rose,73,72,2011-03-28,22,CHI,,PHI,L (-12),1,41:58:00,41,58,2518,12,24,0.5,0,3,0,7,9,0.778,1,3,4,5,3,1,10,1,31,16.6,-6,2010-11
Derrick Rose,74,73,2011-03-30,22,CHI,@,MIN,W (+17),1,30:56:00,30,56,1856,5,14,0.357,4,9,0.444,9,9,1,1,3,4,10,0,0,1,0,23,22.8,+21,2010-11
Derrick Rose,75,74,2011-04-01,22,CHI,@,DET,W (+5),1,37:44:00,37,44,2264,8,17,0.471,3,6,0.5,8,11,0.727,0,3,3,7,4,0,3,2,27,23.1,+1,2010-11
Derrick Rose,76,75,2011-04-02,22,CHI,,TOR,W (+7),1,42:06:00,42,6,2526,11,20,0.55,1,4,0.25,13,14,0.929,2,1,3,10,1,3,4,3,36,32.6,+7,2010-11
Derrick Rose,77,76,2011-04-05,22,CHI,,PHO,W (+3),1,34:57:00,34,57,2097,6,15,0.4,1,5,0.2,6,6,1,0,3,3,4,0,1,2,1,19,12.9,0,2010-11
Derrick Rose,78,77,2011-04-07,22,CHI,,BOS,W (+16),1,39:39:00,39,39,2379,9,16,0.563,2,5,0.4,10,10,1,1,4,5,8,2,0,3,3,30,27.7,+24,2010-11
Derrick Rose,79,78,2011-04-08,22,CHI,@,CLE,W (+11),1,33:24:00,33,24,2004,4,10,0.4,0,2,0,3,3,1,0,1,1,8,0,0,4,2,11,6.7,+3,2010-11
Derrick Rose,80,79,2011-04-10,22,CHI,@,ORL,W (+3),1,37:05:00,37,5,2225,13,17,0.765,3,5,0.6,10,10,1,1,2,3,5,0,1,5,3,39,31.6,+6,2010-11
Derrick Rose,81,80,2011-04-12,22,CHI,@,NYK,W (+13),1,38:03:00,38,3,2283,10,19,0.526,2,6,0.333,4,5,0.8,0,0,0,3,2,1,4,3,26,15.9,+17,2010-11
Derrick Rose,82,81,2011-04-13,22,CHI,,NJN,W (+5),1,30:15:00,30,15,1815,5,13,0.385,0,3,0,5,8,0.625,1,3,4,1,0,0,0,1,15,8.6,-5,2010-11
Lebron James,1,1,2011-12-25,26,MIA,@,DAL,W (+11),1,36:16:00,36,16,2176,11,19,0.579,0,0,,15,19,0.789,3,7,10,6,2,2,3,3,37,34.1,+27,2011-12
Lebron James,2,2,2011-12-27,26,MIA,,BOS,W (+8),1,36:00:00,36,0,2160,9,14,0.643,0,0,,8,9,0.889,1,5,6,5,2,1,3,3,26,23.6,-7,2011-12
Lebron James,3,3,2011-12-28,26,MIA,@,CHA,W (+1),1,38:49:00,38,49,2329,13,23,0.565,0,0,,9,9,1,0,6,6,7,3,2,2,0,35,33.2,+5,2011-12
Lebron James,4,4,2011-12-30,27,MIA,@,MIN,W (+2),1,37:13:00,37,13,2233,16,26,0.615,0,1,0,2,4,0.5,1,7,8,10,4,1,4,2,34,31.1,+14,2011-12
Lebron James,5,5,2012-01-01,27,MIA,,CHA,W (+39),1,28:02:00,28,2,1682,6,10,0.6,0,0,,4,6,0.667,0,9,9,5,1,0,2,2,16,15,+24,2011-12
Lebron James,6,6,2012-01-02,27,MIA,,ATL,L (-8),1,38:33:00,38,33,2313,11,18,0.611,0,0,,6,9,0.667,2,5,7,6,0,0,4,1,28,21.3,-1,2011-12
Lebron James,7,7,2012-01-04,27,MIA,,IND,W (+35),1,37:41:00,37,41,2261,12,21,0.571,0,0,,9,11,0.818,2,6,8,13,2,0,2,2,33,33.8,+31,2011-12
Lebron James,8,,2012-01-05,27,MIA,@,ATL,W (+7),,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
Lebron James,9,8,2012-01-07,27,MIA,@,NJN,W (+11),1,37:23:00,37,23,2243,11,17,0.647,0,1,0,10,12,0.833,0,7,7,9,2,1,8,2,32,26,+7,2011-12
Lebron James,10,9,2012-01-10,27,MIA,@,GSW,L (-5),1,42:33:00,42,33,2553,10,19,0.526,0,2,0,6,8,0.75,1,10,11,7,2,0,5,1,26,21.1,-5,2011-12
Lebron James,11,10,2012-01-11,27,MIA,@,LAC,L (-6),1,41:53:00,41,53,2513,7,19,0.368,0,1,0,9,17,0.529,2,11,13,7,2,0,6,5,23,12.9,-9,2011-12
Lebron James,12,11,2012-01-13,27,MIA,@,DEN,L (-13),1,37:11:00,37,11,2231,13,20,0.65,3,5,0.6,6,11,0.545,1,4,5,6,2,1,4,0,35,29,-16,2011-12
Lebron James,13,12,2012-01-17,27,MIA,,SAS,W (+22),1,34:53:00,34,53,2093,12,21,0.571,4,6,0.667,5,9,0.556,1,4,5,10,0,0,4,0,33,26.4,+19,2011-12
Lebron James,14,13,2012-01-19,27,MIA,,LAL,W (+11),1,37:13:00,37,13,2233,12,27,0.444,2,3,0.667,5,7,0.714,3,5,8,8,4,3,3,4,31,26.8,0,2011-12
Lebron James,15,14,2012-01-21,27,MIA,,PHI,W (+21),1,35:47:00,35,47,2147,12,17,0.706,0,0,,4,4,1,0,9,9,5,4,3,4,1,28,28.8,+9,2011-12
Lebron James,16,15,2012-01-22,27,MIA,,MIL,L (-9),1,37:22:00,37,22,2242,8,18,0.444,0,1,0,12,13,0.923,4,9,13,5,1,0,3,2,28,24.4,-4,2011-12
Lebron James,17,16,2012-01-24,27,MIA,,CLE,W (+7),1,37:48:00,37,48,2268,8,21,0.381,1,4,0.25,1,4,0.25,1,4,5,5,2,0,5,1,18,7.3,+9,2011-12
Lebron James,18,17,2012-01-25,27,MIA,@,DET,W (+3),1,41:39:00,41,39,2499,9,20,0.45,1,3,0.333,13,14,0.929,1,5,6,7,2,0,4,3,32,25.1,+6,2011-12
Lebron James,19,18,2012-01-27,27,MIA,,NYK,W (+10),1,40:17:00,40,17,2417,11,18,0.611,0,2,0,9,10,0.9,1,7,8,7,0,0,4,2,31,25.3,+4,2011-12
Lebron James,20,19,2012-01-29,27,MIA,,CHI,W (+4),1,40:58:00,40,58,2458,12,23,0.522,1,1,1,10,15,0.667,1,10,11,5,0,1,6,2,35,22.8,+3,2011-12
Lebron James,21,20,2012-01-30,27,MIA,,NOH,W (+14),1,29:44:00,29,44,1784,8,12,0.667,1,2,0.5,5,7,0.714,4,7,11,8,1,0,4,1,22,23.1,+29,2011-12
Lebron James,22,21,2012-02-01,27,MIA,@,MIL,L (-8),1,40:17:00,40,17,2417,14,24,0.583,4,7,0.571,8,10,0.8,0,8,8,5,2,0,7,1,40,28.5,-6,2011-12
Lebron James,23,22,2012-02-03,27,MIA,@,PHI,W (+20),1,37:13:00,37,13,2233,8,16,0.5,0,1,0,3,6,0.5,1,11,12,8,0,2,2,2,19,18,+19,2011-12
Lebron James,24,23,2012-02-05,27,MIA,,TOR,W (+6),1,38:29:00,38,29,2309,10,17,0.588,0,1,0,10,12,0.833,0,9,9,2,1,0,5,1,30,21,+11,2011-12
Lebron James,25,24,2012-02-07,27,MIA,,CLE,W (+16),1,38:40:00,38,40,2320,9,16,0.563,0,1,0,6,7,0.857,1,4,5,6,2,0,6,1,24,17.7,+5,2011-12
Lebron James,26,25,2012-02-08,27,MIA,@,ORL,L (-13),1,39:15:00,39,15,2355,5,15,0.333,0,2,0,7,10,0.7,0,6,6,10,3,0,3,0,17,16.1,-1,2011-12
Lebron James,27,26,2012-02-10,27,MIA,@,WAS,W (+17),1,33:17:00,33,17,1997,6,14,0.429,0,2,0,6,7,0.857,0,2,2,9,0,2,1,1,18,17.1,+14,2011-12
Lebron James,28,27,2012-02-12,27,MIA,@,ATL,W (+20),1,30:26:00,30,26,1826,6,15,0.4,1,3,0.333,10,12,0.833,3,10,13,6,1,0,2,1,23,22,+26,2011-12
Lebron James,29,28,2012-02-13,27,MIA,@,MIL,W (+18),1,32:54:00,32,54,1974,16,21,0.762,0,0,,3,3,1,3,5,8,3,1,0,2,3,35,30.2,+14,2011-12
Lebron James,30,29,2012-02-14,27,MIA,@,IND,W (+15),1,33:24:00,33,24,2004,7,15,0.467,2,5,0.4,7,8,0.875,2,7,9,7,4,0,2,2,23,24.5,+27,2011-12
Lebron James,31,30,2012-02-17,27,MIA,@,CLE,W (+24),1,30:08:00,30,8,1808,11,19,0.579,3,5,0.6,3,3,1,2,3,5,5,1,1,2,2,28,23.8,+27,2011-12
Lebron James,32,31,2012-02-19,27,MIA,,ORL,W (+12),1,36:38:00,36,38,2198,9,14,0.643,1,2,0.5,6,7,0.857,1,10,11,8,2,0,2,2,25,26.9,+23,2011-12
Lebron James,33,32,2012-02-21,27,MIA,,SAC,W (+12),1,33:13:00,33,13,1993,7,11,0.636,2,2,1,2,2,1,0,4,4,8,0,2,3,1,18,17.9,+7,2011-12
Lebron James,34,33,2012-02-23,27,MIA,,NYK,W (+14),1,40:41:00,40,41,2441,7,16,0.438,0,0,,6,6,1,1,8,9,8,5,2,4,3,20,21.5,+12,2011-12
Lebron James,35,34,2012-03-01,27,MIA,@,POR,W (+14),1,41:02:00,41,2,2462,13,22,0.591,2,2,1,10,12,0.833,2,9,11,6,5,1,0,1,38,40.6,+8,2011-12
Lebron James,36,35,2012-03-02,27,MIA,@,UTA,L (-1),1,44:24:00,44,24,2664,16,24,0.667,1,4,0.25,2,3,0.667,1,9,10,6,0,3,0,2,35,33.1,+7,2011-12
Lebron James,37,36,2012-03-04,27,MIA,@,LAL,L (-10),1,43:02:00,43,2,2582,12,26,0.462,0,4,0,1,3,0.333,7,6,13,7,3,2,3,1,25,23.4,-13,2011-12
Lebron James,38,37,2012-03-06,27,MIA,,NJN,W (+30),1,29:36:00,29,36,1776,9,11,0.818,1,1,1,2,2,1,1,8,9,6,0,0,5,0,21,19.2,+20,2011-12
Lebron James,39,38,2012-03-07,27,MIA,,ATL,W (+3),1,41:40:00,41,40,2500,12,20,0.6,0,3,0,7,10,0.7,4,7,11,2,1,2,2,1,31,26.9,+7,2011-12
Lebron James,40,39,2012-03-10,27,MIA,,IND,W (+2),1,47:06:00,47,6,2826,8,19,0.421,2,3,0.667,9,15,0.6,1,7,8,4,4,1,4,1,27,20.4,+3,2011-12
Lebron James,41,40,2012-03-13,27,MIA,@,ORL,L (-6),1,42:25:00,42,25,2545,7,20,0.35,2,4,0.5,3,3,1,3,8,11,8,1,1,6,0,19,13.6,0,2011-12
Lebron James,42,41,2012-03-14,27,MIA,@,CHI,L (-4),1,39:38:00,39,38,2378,14,25,0.56,2,3,0.667,5,5,1,1,4,5,4,4,0,2,2,35,29,+5,2011-12
Lebron James,43,42,2012-03-16,27,MIA,@,PHI,W (+6),1,38:15:00,38,15,2295,12,20,0.6,0,2,0,5,8,0.625,2,5,7,8,2,2,1,0,29,29.5,+10,2011-12
Lebron James,44,43,2012-03-18,27,MIA,,ORL,W (+10),1,38:58:00,38,58,2338,4,14,0.286,0,1,0,6,8,0.75,0,12,12,7,5,0,4,4,14,12.9,+13,2011-12
Lebron James,45,44,2012-03-20,27,MIA,,PHO,W (+4),1,37:54:00,37,54,2274,8,18,0.444,0,3,0,4,6,0.667,1,7,8,6,2,2,3,2,20,16.4,+15,2011-12
Lebron James,46,45,2012-03-23,27,MIA,@,DET,W (+15),1,37:26:00,37,26,2246,6,15,0.4,0,3,0,5,5,1,0,6,6,10,4,1,5,0,17,17.4,+8,2011-12
Lebron James,47,46,2012-03-25,27,MIA,@,OKC,L (-16),1,39:36:00,39,36,2376,8,18,0.444,0,3,0,1,1,1,0,3,3,7,2,0,4,2,17,10.6,-10,2011-12
Lebron James,48,47,2012-03-26,27,MIA,@,IND,L (-15),1,40:49:00,40,49,2449,9,21,0.429,2,4,0.5,4,6,0.667,2,7,9,2,1,0,6,1,24,11.6,-14,2011-12
Lebron James,49,48,2012-03-29,27,MIA,,DAL,W (+21),1,36:13:00,36,13,2173,8,16,0.5,0,2,0,3,3,1,3,6,9,5,2,0,3,3,19,16.2,+9,2011-12
Lebron James,50,49,2012-03-30,27,MIA,@,TOR,W (+12),1,38:31:00,38,31,2311,11,18,0.611,0,2,0,4,6,0.667,1,3,4,9,1,0,3,0,26,22.9,+9,2011-12
Lebron James,51,50,2012-04-01,27,MIA,@,BOS,L (-19),1,34:37:00,34,37,2077,11,20,0.55,0,0,,1,2,0.5,2,2,4,0,0,1,2,1,23,13.3,-30,2011-12
Lebron James,52,51,2012-04-03,27,MIA,,PHI,W (+6),1,38:04:00,38,4,2284,15,25,0.6,1,2,0.5,10,13,0.769,3,3,6,4,3,1,4,0,41,33.8,+12,2011-12
Lebron James,53,52,2012-04-04,27,MIA,,OKC,W (+5),1,41:30:00,41,30,2490,10,20,0.5,3,7,0.429,11,13,0.846,1,6,7,10,4,1,2,2,34,34.6,+20,2011-12
Lebron James,54,53,2012-04-06,27,MIA,,MEM,L (-15),1,37:38:00,37,38,2258,8,19,0.421,2,6,0.333,3,4,0.75,2,4,6,6,2,0,3,0,21,16.3,-6,2011-12
Lebron James,55,54,2012-04-08,27,MIA,,DET,W (+23),1,32:15:00,32,15,1935,12,22,0.545,1,3,0.333,1,5,0.2,3,1,4,2,0,1,1,1,26,16.9,+10,2011-12
Lebron James,56,55,2012-04-10,27,MIA,,BOS,L (-8),1,40:51:00,40,51,2451,11,23,0.478,1,3,0.333,13,14,0.929,5,2,7,7,1,1,2,3,36,31.4,-6,2011-12
Lebron James,57,56,2012-04-12,27,MIA,@,CHI,L (-10),1,47:18:00,47,18,2838,11,24,0.458,3,6,0.5,5,7,0.714,1,5,6,5,1,1,4,1,30,19.8,-1,2011-12
Lebron James,58,57,2012-04-13,27,MIA,,CHA,W (+23),1,28:44:00,28,44,1724,7,16,0.438,0,1,0,5,7,0.714,1,8,9,5,2,1,2,1,19,16.7,+18,2011-12
Lebron James,59,58,2012-04-15,27,MIA,@,NYK,W (+8),1,40:15:00,40,15,2415,11,24,0.458,1,6,0.167,6,9,0.667,2,8,10,3,2,0,6,4,29,15.7,+18,2011-12
Lebron James,60,59,2012-04-16,27,MIA,@,NJN,W (+3),1,35:12:00,35,12,2112,11,19,0.579,1,2,0.5,14,15,0.933,1,5,6,7,2,1,4,2,37,32.7,-4,2011-12
Lebron James,61,60,2012-04-18,27,MIA,,TOR,W (+24),1,30:12:00,30,12,1812,12,15,0.8,1,1,1,3,4,0.75,0,5,5,4,2,0,5,0,28,23.2,+20,2011-12
Lebron James,62,61,2012-04-19,27,MIA,,CHI,W (+11),1,35:20:00,35,20,2120,8,18,0.444,1,2,0.5,10,12,0.833,0,11,11,6,0,1,1,3,27,22.8,+11,2011-12
Lebron James,63,,2012-04-21,27,MIA,,WAS,L (-2),,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
Lebron James,64,62,2012-04-22,27,MIA,,HOU,W (+9),1,35:52:00,35,52,2152,11,21,0.524,1,3,0.333,9,10,0.9,1,7,8,5,1,2,5,1,32,24.6,+12,2011-12
Lebron James,65,,2012-04-24,27,MIA,@,BOS,L (-12),,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
Lebron James,66,,2012-04-26,27,MIA,@,WAS,L (-34),,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
Lebron James,1,1,2012-10-30,27,MIA,,BOS,W (+13),1,28:52:00,28,52,1732,10,16,0.625,2,4,0.5,4,5,0.8,1,9,10,3,2,0,0,2,26,25.1,+12,2012-13
Lebron James,2,2,2012-11-02,27,MIA,@,NYK,L (-20),1,36:41:00,36,41,2201,8,16,0.5,2,3,0.667,5,6,0.833,0,7,7,5,0,3,5,2,23,16.5,-21,2012-13
Lebron James,3,3,2012-11-03,27,MIA,,DEN,W (+3),1,39:12:00,39,12,2352,8,17,0.471,0,1,0,4,4,1,1,8,9,11,0,2,0,2,20,22.7,+7,2012-13
Lebron James,4,4,2012-11-05,27,MIA,,PHO,W (+25),1,30:11:00,30,11,1811,10,17,0.588,2,3,0.667,1,3,0.333,3,8,11,1,0,0,3,2,23,15.7,+25,2012-13
Lebron James,5,5,2012-11-07,27,MIA,,BRK,W (+30),1,29:59:00,29,59,1799,7,12,0.583,2,3,0.667,4,4,1,4,8,12,8,1,0,2,1,20,23.8,+18,2012-13
Lebron James,6,6,2012-11-09,27,MIA,@,ATL,W (+6),1,35:40:00,35,40,2140,10,17,0.588,0,2,0,1,3,0.333,2,9,11,9,1,0,2,2,21,20.9,0,2012-13
Lebron James,7,7,2012-11-11,27,MIA,@,MEM,L (-18),1,35:43:00,35,43,2143,10,19,0.526,0,1,0,0,4,0,3,7,10,6,2,1,2,2,20,17.4,-18,2012-13
Lebron James,8,8,2012-11-12,27,MIA,@,HOU,W (+3),1,39:55:00,39,55,2395,14,26,0.538,5,8,0.625,5,8,0.625,1,9,10,6,0,0,0,1,38,31.4,+8,2012-13
Lebron James,9,9,2012-11-14,27,MIA,@,LAC,L (-7),1,41:13:00,41,13,2473,12,23,0.522,0,3,0,6,9,0.667,0,5,5,7,1,2,4,3,30,21.1,-15,2012-13
Lebron James,10,10,2012-11-15,27,MIA,@,DEN,W (+5),1,41:57:00,41,57,2517,11,23,0.478,0,1,0,5,6,0.833,1,6,7,12,1,3,4,0,27,24.9,+9,2012-13
Lebron James,11,11,2012-11-17,27,MIA,@,PHO,W (+9),1,40:43:00,40,43,2443,8,20,0.4,1,3,0.333,4,7,0.571,0,7,7,3,2,0,1,1,21,13.8,+20,2012-13
Lebron James,12,12,2012-11-21,27,MIA,,MIL,W (+7),1,42:32:00,42,32,2552,11,21,0.524,2,4,0.5,4,8,0.5,2,8,10,8,1,1,1,3,28,25,+5,2012-13
Lebron James,13,13,2012-11-24,27,MIA,,CLE,W (+2),1,39:58:00,39,58,2398,10,16,0.625,2,5,0.4,8,9,0.889,1,5,6,5,0,1,7,3,30,20.6,+7,2012-13
Lebron James,14,14,2012-11-29,27,MIA,,SAS,W (+5),1,39:06:00,39,6,2346,9,16,0.563,2,5,0.4,3,6,0.5,3,6,9,7,4,0,4,2,23,22.2,-1,2012-13
Lebron James,15,15,2012-12-01,27,MIA,,BRK,W (+13),1,36:57:00,36,57,2217,8,15,0.533,1,2,0.5,4,6,0.667,1,8,9,6,1,0,2,3,21,18,+14,2012-13
Lebron James,16,16,2012-12-04,27,MIA,@,WAS,L (-4),1,42:53:00,42,53,2573,12,24,0.5,1,4,0.25,1,3,0.333,2,11,13,11,3,2,3,1,26,26.6,-3,2012-13
Lebron James,17,17,2012-12-06,27,MIA,,NYK,L (-20),1,38:35:00,38,35,2315,11,20,0.55,3,5,0.6,6,9,0.667,2,8,10,9,3,0,2,0,31,31.3,-17,2012-13
Lebron James,18,18,2012-12-08,27,MIA,,NOH,W (+16),1,35:55:00,35,55,2155,11,16,0.688,0,0,,2,3,0.667,1,4,5,7,2,0,4,2,24,20.8,+10,2012-13
Lebron James,19,19,2012-12-10,27,MIA,,ATL,W (+9),1,40:21:00,40,21,2421,10,16,0.625,1,2,0.5,6,7,0.857,1,6,7,6,2,0,3,0,27,25.1,+12,2012-13
Lebron James,20,20,2012-12-12,27,MIA,,GSW,L (-2),1,42:21:00,42,21,2541,12,23,0.522,2,4,0.5,5,5,1,1,2,3,5,1,0,4,0,31,21.5,-3,2012-13
Lebron James,21,21,2012-12-15,27,MIA,,WAS,W (+30),1,30:33:00,30,33,1833,8,15,0.533,0,3,0,7,11,0.636,0,10,10,5,1,0,2,0,23,19.6,+36,2012-13
Lebron James,22,22,2012-12-18,27,MIA,,MIN,W (+11),1,41:59:00,41,59,2519,8,18,0.444,2,5,0.4,4,5,0.8,0,6,6,11,1,4,0,0,22,25.5,+12,2012-13
Lebron James,23,23,2012-12-20,27,MIA,@,DAL,W (+15),1,30:55:00,30,55,1855,9,13,0.692,3,5,0.6,3,4,0.75,0,9,9,5,1,1,5,0,24,21,+25,2012-13
Lebron James,24,24,2012-12-22,27,MIA,,UTA,W (+16),1,37:30:00,37,30,2250,11,20,0.55,1,1,1,7,10,0.7,1,8,9,7,0,0,4,0,30,23.2,+14,2012-13
Lebron James,25,25,2012-12-25,27,MIA,,OKC,W (+6),1,41:52:00,41,52,2512,12,20,0.6,0,3,0,5,5,1,3,5,8,9,2,1,3,3,29,28.2,+13,2012-13
Lebron James,26,26,2012-12-26,27,MIA,@,CHA,W (+13),1,38:35:00,38,35,2315,9,19,0.474,2,4,0.5,7,8,0.875,2,10,12,8,4,2,3,1,27,28.9,+12,2012-13
Lebron James,27,27,2012-12-28,27,MIA,@,DET,L (-10),1,44:19:00,44,19,2659,15,22,0.682,2,4,0.5,3,4,0.75,1,5,6,5,6,1,3,1,35,34.2,-2,2012-13
Lebron James,28,28,2012-12-29,27,MIA,@,MIL,L (-19),1,36:29:00,36,29,2189,11,20,0.55,1,2,0.5,3,5,0.6,1,5,6,7,2,1,6,2,26,18.6,-8,2012-13
Lebron James,29,29,2012-12-31,28,MIA,@,ORL,W (+2),1,47:53:00,47,53,2873,10,22,0.455,1,6,0.167,15,16,0.938,1,7,8,11,1,0,3,2,36,31.9,+4,2012-13
Lebron James,30,30,2013-01-02,28,MIA,,DAL,W (+10),1,42:01:00,42,1,2521,11,20,0.55,1,3,0.333,9,11,0.818,1,11,12,9,3,1,4,0,32,31.6,+12,2012-13
Lebron James,31,31,2013-01-04,28,MIA,,CHI,L (-7),1,41:05:00,41,5,2465,8,14,0.571,1,5,0.2,13,16,0.813,0,6,6,2,1,0,2,2,30,23.6,-18,2012-13
Lebron James,32,32,2013-01-06,28,MIA,,WAS,W (+28),1,34:57:00,34,57,2097,9,17,0.529,2,3,0.667,4,4,1,1,1,2,7,0,1,1,0,24,21.3,+26,2012-13
Lebron James,33,33,2013-01-08,28,MIA,@,IND,L (-10),1,42:36:00,42,36,2556,10,20,0.5,1,1,1,1,4,0.25,3,7,10,4,1,2,7,2,22,12.4,-5,2012-13
Lebron James,34,34,2013-01-10,28,MIA,@,POR,L (-2),1,42:39:00,42,39,2559,6,16,0.375,1,5,0.2,2,5,0.4,0,10,10,9,2,1,4,3,15,11.8,-9,2012-13
Lebron James,35,35,2013-01-12,28,MIA,@,SAC,W (+29),1,29:08:00,29,8,1748,7,10,0.7,0,1,0,6,7,0.857,1,4,5,7,5,2,1,0,20,27.6,+28,2012-13
Lebron James,36,36,2013-01-14,28,MIA,@,UTA,L (-7),1,43:41:00,43,41,2621,13,19,0.684,2,4,0.5,4,4,1,1,3,4,6,3,2,3,5,32,29.1,+1,2012-13
Lebron James,37,37,2013-01-16,28,MIA,@,GSW,W (+17),1,30:32:00,30,32,1832,11,20,0.55,1,5,0.2,2,3,0.667,1,6,7,10,1,0,1,2,25,23.7,+33,2012-13
Lebron James,38,38,2013-01-17,28,MIA,@,LAL,W (+9),1,42:04:00,42,4,2524,17,25,0.68,1,2,0.5,4,4,1,0,7,7,8,3,1,2,2,39,36.9,+13,2012-13
Lebron James,39,39,2013-01-23,28,MIA,,TOR,W (+7),1,44:50:00,44,50,2690,12,23,0.522,1,5,0.2,6,7,0.857,1,9,10,11,0,0,3,1,31,27,+9,2012-13
Lebron James,40,40,2013-01-25,28,MIA,,DET,W (+22),1,33:01:00,33,1,1981,9,14,0.643,0,1,0,5,6,0.833,1,6,7,7,1,0,2,0,23,22.8,+22,2012-13
Lebron James,41,41,2013-01-27,28,MIA,@,BOS,L (-2),1,51:56:00,51,56,3116,14,31,0.452,3,6,0.5,3,5,0.6,4,12,16,7,3,1,3,3,34,27.9,-2,2012-13
Lebron James,42,42,2013-01-30,28,MIA,@,BRK,W (+20),1,34:17:00,34,17,2057,10,18,0.556,3,4,0.75,1,4,0.25,2,7,9,7,2,0,4,2,24,19.8,+22,2012-13
Lebron James,43,43,2013-02-01,28,MIA,@,IND,L (-13),1,41:58:00,41,58,2518,9,17,0.529,1,3,0.333,9,11,0.818,1,5,6,3,1,1,3,4,28,20.3,-9,2012-13
Lebron James,44,44,2013-02-03,28,MIA,@,TOR,W (+15),1,39:44:00,39,44,2384,10,16,0.625,1,2,0.5,9,11,0.818,0,8,8,7,2,0,3,1,30,27.9,+29,2012-13
Lebron James,45,45,2013-02-04,28,MIA,,CHA,W (+5),1,38:00:00,38,0,2280,13,14,0.929,0,0,,5,6,0.833,0,8,8,8,2,0,5,1,31,30.6,+8,2012-13
Lebron James,46,46,2013-02-06,28,MIA,,HOU,W (+6),1,36:37:00,36,37,2197,11,18,0.611,3,6,0.5,7,10,0.7,1,5,6,5,0,2,4,2,32,24.9,+4,2012-13
